make and model,year,VIN,condition,cylinders,drive,fuel,color,odometer,size,title,transmission,type,price
olds cutlass,1984,None,good,None,rwd,other,black,None,None,missing,other,None,1500
chevy silverado 2500hd,2006,None,None,None,None,diesel,None,None,None,lien,automatic,None,15000
GMC VANDURA 2500,1991,None,good,8 cylinders,rwd,gas,blue,136261,full-size,clean,automatic,None,2500
QX60,2014,None,excellent,None,None,gas,None,None,None,clean,automatic,SUV,14528
Chevrolet Fleetline,1947,None,None,None,None,gas,None,None,None,clean,manual,None,7000
Saturn L100,2001,None,fair,4 cylinders,fwd,gas,blue,None,None,clean,automatic,None,650
Lincoln Town Car Signature,2003,None,good,None,None,gas,None,None,None,clean,automatic,None,2700
chevrolet 1500 silverado,1996,None,good,8 cylinders,4wd,gas,white,140000,full-size,clean,automatic,truck,6100
ford f-150,1998,None,good,8 cylinders,4wd,gas,None,18300,None,clean,automatic,pickup,4500
f250 4x4,2005,None,good,8 cylinders,4wd,diesel,red,179000,None,clean,automatic,None,9200
nissan hardbody,1986,None,None,None,None,gas,None,None,None,clean,manual,None,1100
mazda millenia s,2001,None,good,6 cylinders,fwd,gas,silver,75000,mid-size,clean,automatic,None,2200
chevrolet camaro,1968,None,None,None,None,gas,None,None,None,clean,manual,None,33500
Ford pickup,1964,None,None,None,None,gas,None,None,None,clean,automatic,None,23500
olds cutlass supreme,1972,None,None,None,None,gas,None,None,None,clean,automatic,None,19500
Chevy Colorado,2006,1GCDT136968139942,good,5 cylinders,4wd,gas,silver,None,None,lien,automatic,None,10500
nissan versa 1.6 sv,2012,None,like new,4 cylinders,fwd,gas,blue,95000,mid-size,clean,other,sedan,6500
Chevy Lumina,1998,None,None,None,None,gas,None,None,None,clean,automatic,None,1500
cadillac cts-v,2005,None,good,8 cylinders,rwd,gas,red,115500,full-size,rebuilt,manual,sedan,1
chevy silverado 1500,1987,None,fair,8 cylinders,rwd,gas,yellow,153000,None,clean,automatic,truck,1000
Chevy 1500,1997,None,good,8 cylinders,fwd,gas,white,144000,None,clean,automatic,None,2750
Cadillac Eldorado,1978,None,good,8 cylinders,fwd,gas,blue,104000,None,clean,automatic,None,3500
Mazda MPV LX,2005,None,fair,6 cylinders,fwd,gas,white,172000,None,clean,automatic,None,750
toyota sequoia,2002,None,good,8 cylinders,rwd,gas,black,275058,None,clean,automatic,None,5500
Volvo XC70,2001,None,fair,5 cylinders,4wd,gas,brown,296000,None,clean,automatic,None,2450
oldsmobile aurora,2001,None,None,None,None,gas,None,None,None,clean,automatic,None,1000
Dodge Durango Crew,2012,None,None,None,None,gas,None,96000,None,lien,automatic,None,18000
Chevy Silverado,2000,None,excellent,8 cylinders,4wd,gas,white,131,full-size,clean,automatic,pickup,8500
Toyota Avalon,2007,None,like new,6 cylinders,None,gas,green,72800,full-size,clean,automatic,sedan,9600
dodge avenger RT,2008,None,excellent,6 cylinders,fwd,gas,blue,78687,full-size,clean,automatic,None,8000
GMC SIERRA DENALI,2017,None,like new,8 cylinders,4wd,gas,red,15945,full-size,clean,automatic,pickup,52000
ford ranger,1993,None,good,4 cylinders,rwd,gas,None,128000,None,clean,manual,None,1700
chevrolet 1500 silverado,1997,None,good,8 cylinders,4wd,gas,None,351000,full-size,clean,automatic,truck,6000
chevrolet s10,1986,None,excellent,8 cylinders,rwd,gas,green,None,None,missing,automatic,None,10200
Ford F250 XLT Turbo 4wd,2011,None,excellent,8 cylinders,4wd,diesel,None,None,compact,clean,automatic,truck,13563
Chevy monte carlo ss,1985,None,None,None,None,gas,None,None,None,clean,other,None,1600
dodge avenger,2010,None,good,4 cylinders,fwd,gas,None,74877,None,clean,automatic,None,6900
dodge durango,2006,None,good,8 cylinders,4wd,gas,blue,101600,None,clean,automatic,None,5000
Pontiac Grand Prix,2004,None,excellent,None,None,gas,None,199,None,clean,automatic,None,2400
LINCOLN NAVIGATOR L,2013,None,like new,8 cylinders,4wd,gas,white,None,full-size,clean,automatic,SUV,38500
chevrolet impala,1974,None,salvage,None,None,gas,None,None,None,parts only,other,None,1200
oldsmobile bravada,1998,None,excellent,6 cylinders,None,gas,None,110000,None,clean,automatic,SUV,3950
chevrolet impala,1974,None,salvage,None,None,gas,None,None,None,parts only,other,None,1600
mercedes-benz ml350,2011,None,excellent,6 cylinders,4wd,gas,white,144000,mid-size,clean,automatic,SUV,13500
Ford f350,1974,None,fair,8 cylinders,rwd,gas,None,None,None,clean,automatic,None,700
chevrolet cavalier,2003,None,good,6 cylinders,None,gas,blue,185000,None,clean,automatic,None,1100
Chevy Truck,1981,None,None,None,None,gas,None,91000,None,clean,automatic,None,500
Sierra,1998,None,None,None,None,gas,None,None,None,clean,automatic,None,3800
Olds Cutlass S,1970,None,None,None,None,gas,None,None,None,clean,automatic,None,3500
Cadillac,2001,None,None,None,None,gas,None,None,None,clean,automatic,None,1100
Ford Taurus SE,2007,None,excellent,6 cylinders,fwd,gas,red,96000,None,clean,automatic,sedan,4850
Ford ranger,1993,None,good,None,None,gas,None,148000,None,clean,automatic,None,2200
jeep wrangler sahara,2012,None,excellent,6 cylinders,4wd,gas,black,69000,None,lien,automatic,None,29000
Ford F100,1950,None,good,None,None,other,None,None,None,clean,other,None,2650
chevrolet trailblazer SS,2006,None,like new,8 cylinders,rwd,gas,white,18000,mid-size,clean,automatic,SUV,13000
Corvette,1989,None,excellent,8 cylinders,rwd,gas,white,90000,None,clean,automatic,convertible,13000
Corvette,1989,None,excellent,8 cylinders,rwd,gas,white,90000,None,clean,automatic,convertible,13000
toyota camry le,2002,None,good,4 cylinders,None,gas,white,227650,None,clean,automatic,None,2800
3/4 Chevy Silverado,1992,None,good,8 cylinders,rwd,gas,red,188000,compact,clean,automatic,pickup,1
Nissan Murano,2003,None,None,6 cylinders,fwd,gas,orange,None,None,clean,automatic,None,2000
Ford F-250,1960,None,good,8 cylinders,None,gas,green,None,None,clean,manual,None,1
jeep wrangler 4x4 sport,2015,None,excellent,6 cylinders,4wd,gas,black,None,None,clean,automatic,None,35000
dodge dakota,1997,None,good,6 cylinders,4wd,gas,white,210000,mid-size,clean,manual,pickup,1600
ford f250,2008,None,None,8 cylinders,4wd,diesel,None,155500,None,rebuilt,automatic,None,22500
Chevrolet Tahoe LTZ,2014,None,excellent,8 cylinders,4wd,gas,black,103000,full-size,lien,automatic,SUV,36000
Ford Bronco,1988,None,fair,8 cylinders,None,gas,black,None,full-size,clean,automatic,truck,1500
dodge ram 1500,2005,None,None,None,None,gas,None,161000,None,clean,automatic,None,1
gmc 1500 sierra,2013,None,excellent,8 cylinders,4wd,gas,blue,17361,full-size,clean,automatic,truck,26600
ford f250,1993,None,good,8 cylinders,rwd,gas,None,None,None,clean,automatic,pickup,2800
Dodge Neon SXT,2004,None,good,4 cylinders,fwd,gas,black,192000,compact,clean,automatic,sedan,2200
mitsubishi lancer,2004,None,salvage,4 cylinders,None,gas,None,None,None,clean,automatic,None,2000
gmc 1500 sierra,2010,None,excellent,6 cylinders,rwd,gas,white,87000,full-size,lien,automatic,pickup,11800
ford mustang,2001,1FAFP46V91F189123,good,8 cylinders,rwd,gas,red,None,None,clean,manual,convertible,5000
