make and model,year,VIN,condition,cylinders,drive,fuel,color,odometer,size,title,transmission,type,price
Chevy Cavalier,2002,None,good,4 cylinders,fwd,gas,blue,162769,compact,clean,manual,coupe,1600
chrysler 300m,2002,None,fair,6 cylinders,fwd,gas,None,None,None,clean,automatic,None,500
ford f-250,2011,None,like new,8 cylinders,4wd,diesel,black,110000,None,clean,automatic,pickup,36000
toyota yaris,2012,JTDBT4K36C1415272,excellent,4 cylinders,fwd,gas,silver,111200,None,clean,automatic,sedan,6900
hyundai sonata gls,2004,None,None,None,None,gas,None,77170,None,clean,automatic,None,2600
chevrolet 2500 silverado,2000,None,good,8 cylinders,4wd,gas,None,225000,full-size,clean,automatic,pickup,7400
mitsubishi galant GSX,1990,None,good,4 cylinders,4wd,gas,white,165000,compact,clean,manual,sedan,2200
chevy trailblazer,2003,None,None,None,None,gas,None,None,None,clean,automatic,None,1800
chevy impala,2000,None,None,None,None,gas,None,None,None,clean,automatic,None,600
Pontiac vibe,2003,None,None,4 cylinders,fwd,gas,None,172000,None,clean,manual,None,1000
Chevrolet Volt,2013,None,excellent,4 cylinders,fwd,hybrid,black,67000,full-size,clean,automatic,sedan,10500
ford f250,1977,None,fair,8 cylinders,4wd,gas,black,None,full-size,clean,manual,pickup,1700
Cherokee Sport XJ,2000,None,good,6 cylinders,4wd,gas,green,203700,mid-size,clean,automatic,SUV,3995
VW Passat,2007,None,like new,None,None,gas,None,65000,None,clean,automatic,None,6975
eagle talon,1996,None,fair,4 cylinders,fwd,gas,white,202000,compact,clean,automatic,None,975
bmw 550i,2006,None,None,None,None,gas,None,79000,None,clean,automatic,None,9500
cadillac escalade,2007,N/a,excellent,8 cylinders,None,gas,white,147500,full-size,clean,manual,SUV,15500
Chevrolet Blazer,1998,None,good,6 cylinders,rwd,gas,red,200000,full-size,clean,automatic,SUV,1000
GMC Sierra 1500,1995,None,good,8 cylinders,4wd,gas,blue,None,None,clean,automatic,None,2800
chevy silverado 1500,1999,None,None,None,None,gas,None,None,None,clean,automatic,None,3500
Chevy tracker,1999,None,None,None,None,gas,None,None,None,clean,manual,None,1500
gmc 2500 sierra,2002,None,None,None,None,diesel,None,None,None,lien,automatic,None,8000
gmc 2500 savana cargo,2003,None,None,None,None,gas,None,None,None,clean,automatic,None,3800
Honda Civic,2004,None,fair,4 cylinders,fwd,gas,silver,None,compact,clean,automatic,sedan,4900
AmphiCar 770,1968,None,None,None,None,gas,None,None,None,clean,manual,convertible,62500
Infiniti I30t,2000,JNKCA31A9YT109360,fair,6 cylinders,fwd,gas,green,138500,full-size,clean,automatic,sedan,1200
volvo xc70,2003,None,excellent,5 cylinders,4wd,gas,black,None,None,clean,automatic,None,3500
Ford Ranger SXT 4x4,1994,None,None,None,None,gas,None,None,None,clean,automatic,None,2800
Chevy Cavalier,2001,"189,335",good,4 cylinders,fwd,gas,silver,None,compact,clean,automatic,sedan,1200
Ford Ranger,1995,None,good,6 cylinders,4wd,gas,grey,180000,None,clean,manual,pickup,2750
Dodge D150,1981,None,good,8 cylinders,rwd,gas,brown,None,full-size,clean,automatic,pickup,2500
honda civic,2008,None,None,None,None,gas,None,None,None,clean,automatic,None,4000
plymouth voyager,1999,None,good,6 cylinders,fwd,gas,silver,223477,None,clean,automatic,mini-van,977
jeep wrangler unlimited,2014,None,excellent,6 cylinders,4wd,gas,silver,56500,None,clean,automatic,SUV,44900
Chevrolet Silverado Z71,1998,None,None,None,4wd,gas,red,179000,full-size,clean,automatic,truck,3500
buick rendezvous,2002,None,good,4 cylinders,fwd,gas,blue,267000,None,clean,automatic,None,1200
Aerotech Eldorado,2003,None,None,8 cylinders,rwd,gas,white,None,None,clean,automatic,other,5000
lincoln continental,1985,None,good,8 cylinders,rwd,gas,white,77000,full-size,clean,automatic,coupe,1000
vw beetle,2009,None,excellent,4 cylinders,fwd,gas,red,78000,compact,clean,manual,hatchback,4900
pontiac grand prix gt,2002,1wp52k9f202518,good,None,fwd,gas,silver,117590,mid-size,clean,automatic,None,1700
buick lesabre custom,1999,None,None,8 cylinders,None,gas,None,150000,None,clean,manual,None,350
audi a4,2002,None,None,None,None,gas,None,None,None,clean,automatic,None,2800
2001 VW Jetta,2001,None,excellent,None,rwd,gas,silver,230000,full-size,clean,automatic,None,2500
honda,1992,None,None,None,None,gas,None,192000,None,clean,automatic,None,800
gmc 1500 yukon denali,2009,None,None,None,4wd,gas,None,89000,None,clean,automatic,None,15300
GMC Jimmy,2000,None,good,6 cylinders,None,gas,None,183400,None,clean,automatic,None,1300
Ford Mustang,2003,None,like new,None,None,gas,silver,90000,None,clean,automatic,None,6000
ford e250 econoline,2005,None,good,8 cylinders,rwd,gas,white,155000,full-size,clean,automatic,van,9500
Ford Focus SEL,2012,None,good,4 cylinders,fwd,gas,silver,94000,compact,clean,automatic,hatchback,8000
chevy suburban 1500,2003,None,good,8 cylinders,4wd,gas,white,299410,full-size,clean,automatic,SUV,3695
s 10 pu,2000,None,fair,6 cylinders,rwd,gas,None,None,None,clean,automatic,None,1500
mercury,1994,None,fair,6 cylinders,None,gas,None,None,None,clean,automatic,None,600
Chevy 2500 suburba,1993,None,None,None,None,gas,None,None,None,clean,automatic,None,800
ford escape,2009,None,excellent,6 cylinders,4wd,gas,blue,232500,full-size,clean,automatic,coupe,4600
Chevy S-10 pickup truck,2000,None,None,4 cylinders,None,gas,None,146000,None,salvage,automatic,None,1300
Chevrolet c10,1986,None,None,None,None,gas,None,None,None,clean,automatic,None,13500
hyundai elantra,2000,None,None,None,None,gas,None,None,None,clean,automatic,None,450
kia sedona,2003,None,None,None,None,gas,None,None,None,clean,automatic,None,2300
pontiac vibe,2007,None,None,None,None,gas,None,None,None,clean,automatic,None,2900
ford explorer limited,1996,None,None,None,None,gas,None,None,None,clean,automatic,None,1500
Ford mustang,2003,None,None,None,None,gas,None,135000,None,clean,manual,None,3900
mercury sable ls,2005,None,None,None,None,gas,None,116000,None,clean,automatic,None,2500
oldsmobile alero,2003,None,None,None,None,gas,None,None,None,clean,automatic,None,850
ford taurus se,2005,None,None,None,None,gas,None,None,None,clean,automatic,None,1250
pontiac aztek,2002,None,None,None,None,gas,None,None,None,clean,automatic,None,2400
ford explorer,2002,None,None,None,None,gas,None,None,None,clean,automatic,None,995
hyundai santa fe,2004,None,None,None,4wd,gas,None,None,None,clean,automatic,None,3500
ford escape xlt,2006,None,None,None,None,gas,None,None,None,clean,automatic,None,2900
chevrolet impala,2003,None,None,None,None,gas,None,144000,None,clean,automatic,None,2500
nissan xterra,2000,None,None,None,None,gas,None,None,None,clean,automatic,None,3900
nissan murano sl awd,2006,None,None,None,None,gas,None,None,None,clean,automatic,None,4900
mg mga mgb,1962,None,None,None,None,gas,None,None,None,clean,manual,None,1
dodge 250,1983,None,None,None,None,gas,None,None,None,clean,automatic,None,799
prizm (toyota corolla ),2001,None,good,4 cylinders,fwd,gas,None,163000,None,clean,automatic,None,999
ford,2004,None,good,None,None,gas,None,None,None,parts only,other,None,99
ford e350 van,2004,None,good,8 cylinders,None,gas,None,198000,None,clean,automatic,None,2399
chevy avalanche,2008,None,good,8 cylinders,4wd,gas,red,131000,full-size,clean,automatic,truck,14150
honda cr-v,1997,None,None,None,None,gas,None,None,None,clean,automatic,SUV,800
Ford F350,1993,None,None,8 cylinders,4wd,gas,white,168000,None,clean,automatic,None,6750
Lincoln LS V8,2005,None,None,8 cylinders,rwd,gas,black,142000,None,clean,automatic,None,4500
oldsmobile bravada,2003,None,fair,6 cylinders,None,gas,None,None,None,clean,automatic,SUV,700
toyota mr2 spyder,2002,None,excellent,4 cylinders,None,gas,silver,99000,None,clean,manual,convertible,6000
chevy silverado 1500,2000,None,good,8 cylinders,rwd,gas,None,14900,full-size,clean,automatic,truck,2600
pontiac grand prix,2006,None,None,None,None,gas,None,197000,None,salvage,automatic,None,1500
ford focus se 4dr sedan,2010,1FAHP3FN1AW268742,like new,4 cylinders,fwd,gas,grey,56934,mid-size,clean,automatic,sedan,6200
Hummer H3,2007,5GTDN13E178169917,excellent,5 cylinders,4wd,gas,black,92584,None,clean,automatic,SUV,11499
volkswagen jetta gli,2005,None,like new,4 cylinders,fwd,gas,black,139500,None,clean,manual,sedan,5200
volkswagen passat,2006,None,good,None,None,gas,None,182000,None,clean,automatic,sedan,3500
honda crv,2004,None,None,None,None,gas,None,None,None,clean,automatic,None,4900
GMC ACADIA,2012,None,good,6 cylinders,None,gas,None,84000,None,rebuilt,automatic,None,11900
cadillac srx 4x4,2007,None,None,None,None,gas,None,107000,None,clean,automatic,None,6000
honda accord ex,1999,None,good,6 cylinders,fwd,gas,None,None,None,clean,automatic,sedan,1950
Chevy Cavalier,2002,None,good,4 cylinders,fwd,gas,black,158000,compact,clean,automatic,coupe,1300
Chevy Silverado 2500HD,2003,None,good,None,4wd,gas,grey,200000,None,clean,automatic,truck,4250
jeep commander,2008,None,None,None,4wd,gas,None,122000,None,clean,automatic,None,6300
peterbilt 386,2011,None,None,None,None,diesel,None,None,None,clean,manual,None,41000
Dodge dura,2008,None,good,6 cylinders,rwd,gas,black,166000,None,clean,automatic,SUV,3000
GMC 3500 HD,2012,None,None,None,None,diesel,None,58300,None,clean,automatic,None,39900
hyundai santa fe,2013,None,like new,4 cylinders,fwd,gas,None,10900,None,clean,automatic,SUV,17750
honda pilot,2006,2HKYF18536H515822,excellent,6 cylinders,4wd,gas,white,144000,full-size,clean,automatic,SUV,8500
honda accord ex,2001,1HGCG56441A026131,good,4 cylinders,fwd,gas,black,242000,mid-size,clean,automatic,None,1750
Chevrolet Malibu,2012,None,excellent,4 cylinders,None,gas,None,51000,None,clean,automatic,None,8500
bmw 328xi,2007,WBAVC93587KX58351,good,6 cylinders,4wd,gas,silver,166300,compact,clean,automatic,sedan,4500
subaru outback 2.5i,2011,4S4BRCGC8B3330353,None,4 cylinders,None,gas,None,108452,None,clean,automatic,None,12995
chevrolet 2500 silverado,2000,None,excellent,8 cylinders,4wd,gas,red,201000,None,clean,automatic,truck,10500
honda accord 2-door coupe,2003,None,like new,4 cylinders,fwd,gas,silver,78327,compact,clean,automatic,coupe,4250
chevy silverado 2500hd,2007,None,like new,8 cylinders,4wd,gas,white,167000,full-size,clean,automatic,pickup,16500
